
start_station_name,end_station_name,trips
San Francisco City Hall,Powell at Post (Union Square),174
2nd at Folsom,Davis at Jackson,174
Townsend at 7th,Davis at Jackson,174
San Pedro Square,San Jose Civic Center,173
Grant Avenue at Columbus Avenue,Broadway St at Battery St,173
Harry Bridges Plaza (Ferry Building),Golden Gate at Polk,173
Steuart at Market,Harry Bridges Plaza (Ferry Building),173
San Jose City Hall,Paseo de San Antonio,172
San Salvador at 1st,San Pedro Square,171
Beale at Market,Golden Gate at Polk,171
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearny,171
Powell Street BART,Spear at Folsom,171
Powell at Post (Union Square),San Francisco City Hall,170
Broadway St at Battery St,Powell Street BART,170
Broadway St at Battery St,5th at Howard,170
Harry Bridges Plaza (Ferry Building),Steuart at Market,170
Embarcadero at Vallejo,Townsend at 7th,169
5th at Howard,Grant Avenue at Columbus Avenue,169
San Jose City Hall,Japantown,169
Ryland Park,Ryland Park,168
Mountain View Caltrain Station,San Antonio Caltrain Station,168
Yerba Buena Center of the Arts (3rd @ Howard),Clay at Battery,168
Washington at Kearny,Grant Avenue at Columbus Avenue,167
Golden Gate at Polk,Spear at Folsom,167
Howard at 2nd,Beale at Market,167
Post at Kearny,Beale at Market,166
Steuart at Market,Commercial at Montgomery,166
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),166
Clay at Battery,Townsend at 7th,166
South Van Ness at Market,2nd at Folsom,166
Howard at 2nd,Washington at Kearny,165
San Francisco City Hall,Post at Kearny,165
Powell at Post (Union Square),Embarcadero at Bryant,165
Post at Kearny,Embarcadero at Bryant,165
Howard at 2nd,Mechanics Plaza (Market at Battery),165
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain 2 (330 Townsend),163
Embarcadero at Vallejo,Clay at Battery,163
San Francisco City Hall,Steuart at Market,162
Park at Olive,University and Emerson,162
Davis at Jackson,Market at 10th,161
Commercial at Montgomery,2nd at Folsom,160
Paseo de San Antonio,MLK Library,160
Rengstorff Avenue / California Street,Rengstorff Avenue / California Street,160
Embarcadero at Bryant,Grant Avenue at Columbus Avenue,158
Davis at Jackson,Civic Center BART (7th at Market),158
Post at Kearney,Harry Bridges Plaza (Ferry Building),158
San Pedro Square,Arena Green / SAP Center,158
Washington at Kearny,Howard at 2nd,157
San Francisco City Hall,Grant Avenue at Columbus Avenue,157
Mechanics Plaza (Market at Battery),Townsend at 7th,156
Spear at Folsom,Civic Center BART (7th at Market),155
Post at Kearny,Powell at Post (Union Square),155
Golden Gate at Polk,Mechanics Plaza (Market at Battery),155
San Jose City Hall,MLK Library,155
SJSU - San Salvador at 9th,SJSU 4th at San Carlos,154
2nd at South Park,Post at Kearney,154
San Salvador at 1st,San Jose City Hall,154
Commercial at Montgomery,Clay at Battery,154
San Jose City Hall,San Pedro Square,153
Ryland Park,Japantown,152
5th at Howard,Washington at Kearny,152
Washington at Kearny,Embarcadero at Bryant,151
Civic Center BART (7th at Market),Embarcadero at Vallejo,151
St James Park,SJSU 4th at San Carlos,151
Embarcadero at Vallejo,Howard at 2nd,151
Washington at Kearny,2nd at Townsend,150
Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),150
Market at 10th,San Francisco City Hall,150
Post at Kearney,Grant Avenue at Columbus Avenue,150
Mechanics Plaza (Market at Battery),San Francisco City Hall,149
Beale at Market,2nd at Folsom,149
Redwood City Caltrain Station,San Mateo County Center,149
Embarcadero at Folsom,Powell Street BART,149
Embarcadero at Sansome,2nd at Folsom,148
Park at Olive,California Ave Caltrain Station,148
Harry Bridges Plaza (Ferry Building),Post at Kearney,148
San Pedro Square,Santa Clara County Civic Center,148
Clay at Battery,Market at 10th,148
California Ave Caltrain Station,Cowper at University,148
Washington at Kearny,Broadway St at Battery St,148
San Pedro Square,San Jose City Hall,147
Market at 10th,Embarcadero at Vallejo,146
San Jose Civic Center,San Pedro Square,146
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,146
Post at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),145
2nd at Folsom,Broadway St at Battery St,145
SJSU 4th at San Carlos,SJSU - San Salvador at 9th,145
Post at Kearny,Embarcadero at Folsom,145
San Francisco City Hall,Golden Gate at Polk,145
Charleston Park/ North Bayshore Area,Mountain View Caltrain Station,144
Davis at Jackson,Washington at Kearny,144
Clay at Battery,Davis at Jackson,144
Post at Kearny,Spear at Folsom,144
Washington at Kearny,Civic Center BART (7th at Market),144
San Francisco City Hall,5th at Howard,143
San Antonio Caltrain Station,Mountain View Caltrain Station,143
Washington at Kearny,Embarcadero at Vallejo,143
Powell at Post (Union Square),Embarcadero at Folsom,142
SJSU - San Salvador at 9th,SJSU - San Salvador at 9th,142
San Salvador at 1st,SJSU - San Salvador at 9th,141
San Jose Civic Center,Santa Clara at Almaden,141
SJSU 4th at San Carlos,SJSU 4th at San Carlos,141
5th at Howard,Broadway St at Battery St,141
Post at Kearney,2nd at South Park,139
South Van Ness at Market,Davis at Jackson,139
Palo Alto Caltrain Station,University and Emerson,139
SJSU - San Salvador at 9th,MLK Library,139
Market at 4th,Post at Kearny,137
Beale at Market,Washington at Kearny,137
2nd at South Park,Golden Gate at Polk,137
South Van Ness at Market,Embarcadero at Vallejo,136
Adobe on Almaden,Adobe on Almaden,136
Yerba Buena Center of the Arts (3rd @ Howard),Mechanics Plaza (Market at Battery),136
Broadway St at Battery St,2nd at South Park,136
Embarcadero at Bryant,Powell at Post (Union Square),135
South Van Ness at Market,Clay at Battery,135
Santa Clara at Almaden,Paseo de San Antonio,135
SJSU 4th at San Carlos,St James Park,135
San Jose City Hall,San Jose Civic Center,134
Spear at Folsom,Golden Gate at Polk,134
Temporary Transbay Terminal (Howard at Beale),Washington at Kearney,134
Grant Avenue at Columbus Avenue,San Francisco City Hall,134
Washington at Kearny,Steuart at Market,133
Japantown,Paseo de San Antonio,133
San Francisco City Hall,2nd at Townsend,133
Powell Street BART,Davis at Jackson,133
Yerba Buena Center of the Arts (3rd @ Howard),2nd at Folsom,132
2nd at South Park,Broadway St at Battery St,132
Yerba Buena Center of the Arts (3rd @ Howard),Golden Gate at Polk,131
Post at Kearny,Golden Gate at Polk,131
Townsend at 7th,San Francisco City Hall,131
2nd at Folsom,South Van Ness at Market,130
Embarcadero at Vallejo,5th at Howard,130
Washington at Kearny,Davis at Jackson,130
Embarcadero at Vallejo,Civic Center BART (7th at Market),130
Howard at 2nd,Golden Gate at Polk,129
Embarcadero at Folsom,Clay at Battery,129
San Francisco City Hall,2nd at South Park,129
2nd at Folsom,Embarcadero at Vallejo,129
Broadway St at Battery St,Market at 10th,129
Golden Gate at Polk,2nd at South Park,128
Beale at Market,Clay at Battery,128
South Van Ness at Market,Washington at Kearny,128
Broadway St at Battery St,Grant Avenue at Columbus Avenue,128
Embarcadero at Bryant,Powell Street BART,127
Redwood City Caltrain Station,Redwood City Public Library,127
San Pedro Square,MLK Library,127
Paseo de San Antonio,St James Park,127
Post at Kearny,2nd at Folsom,126
Rengstorff Avenue / California Street,Mountain View City Hall,126
San Francisco City Hall,Commercial at Montgomery,126
Embarcadero at Folsom,Civic Center BART (7th at Market),125
St James Park,MLK Library,125
San Francisco Caltrain 2 (330 Townsend),Grant Avenue at Columbus Avenue,125
Civic Center BART (7th at Market),Embarcadero at Folsom,124
California Ave Caltrain Station,Park at Olive,124
San Pedro Square,San Salvador at 1st,124
Japantown,San Salvador at 1st,124
Market at 10th,Clay at Battery,123
Embarcadero at Folsom,Post at Kearny,123
Kaiser Hospital,Redwood City Caltrain Station,123
San Francisco Caltrain (Townsend at 4th),Post at Kearney,123
Embarcadero at Bryant,5th at Howard,123
Castro Street and El Camino Real,Mountain View City Hall,123
University and Emerson,Park at Olive,123
Davis at Jackson,Clay at Battery,122
Post at Kearney,San Francisco Caltrain (Townsend at 4th),122
Arena Green / SAP Center,St James Park,121
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Vallejo,121
Townsend at 7th,Grant Avenue at Columbus Avenue,120
St James Park,San Salvador at 1st,120
South Van Ness at Market,Grant Avenue at Columbus Avenue,120
Mountain View Caltrain Station,Charleston Park/ North Bayshore Area,120
Golden Gate at Polk,2nd at Townsend,120
Powell Street BART,Embarcadero at Bryant,119
Howard at 2nd,2nd at Folsom,119
Post at Kearney,South Van Ness at Market,119
San Jose Civic Center,MLK Library,119
MLK Library,San Pedro Square,119
Beale at Market,Mechanics Plaza (Market at Battery),118
Franklin at Maple,Redwood City Caltrain Station,118
Golden Gate at Polk,San Francisco City Hall,118
San Mateo County Center,San Mateo County Center,117
Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),117
South Van Ness at Market,Post at Kearney,117
Powell Street BART,Broadway St at Battery St,117
Charleston Park/ North Bayshore Area,Charleston Park/ North Bayshore Area,116
Embarcadero at Bryant,Civic Center BART (7th at Market),116
Embarcadero at Folsom,South Van Ness at Market,116
Embarcadero at Vallejo,Washington at Kearny,115
Embarcadero at Folsom,Powell at Post (Union Square),115
Clay at Battery,Golden Gate at Polk,115
Civic Center BART (7th at Market),Spear at Folsom,115
Civic Center BART (7th at Market),Davis at Jackson,114
Post at Kearney,Embarcadero at Sansome,114
2nd at Townsend,Post at Kearney,114
Japantown,St James Park,114
Santa Clara at Almaden,San Jose Civic Center,113
Yerba Buena Center of the Arts (3rd @ Howard),Howard at 2nd,113
South Van Ness at Market,Broadway St at Battery St,113
Townsend at 7th,Clay at Battery,112
Golden Gate at Polk,Broadway St at Battery St,112
Howard at 2nd,Davis at Jackson,111
Park at Olive,Park at Olive,111
Embarcadero at Folsom,2nd at Folsom,110
5th at Howard,San Francisco City Hall,110
San Jose City Hall,SJSU 4th at San Carlos,110
Mountain View City Hall,Rengstorff Avenue / California Street,110
SJSU - San Salvador at 9th,San Jose City Hall,109
Washington at Kearney,Embarcadero at Sansome,108
San Pedro Square,SJSU - San Salvador at 9th,107
MLK Library,Paseo de San Antonio,107
MLK Library,San Salvador at 1st,107
Embarcadero at Bryant,Washington at Kearny,107
Grant Avenue at Columbus Avenue,Post at Kearney,106
Paseo de San Antonio,Santa Clara at Almaden,106
Washington at Kearny,Townsend at 7th,106
Townsend at 7th,Washington at Kearny,106
Civic Center BART (7th at Market),Broadway St at Battery St,105
Townsend at 7th,Mechanics Plaza (Market at Battery),104
St James Park,Arena Green / SAP Center,104
Howard at 2nd,San Francisco City Hall,104
Grant Avenue at Columbus Avenue,Golden Gate at Polk,103
Spear at Folsom,Washington at Kearny,103
San Jose Civic Center,San Jose City Hall,103
St James Park,Paseo de San Antonio,103
Ryland Park,Adobe on Almaden,103
2nd at South Park,San Francisco City Hall,102
San Antonio Shopping Center,San Antonio Shopping Center,102
Embarcadero at Vallejo,South Van Ness at Market,102
Broadway St at Battery St,South Van Ness at Market,102
Embarcadero at Bryant,Post at Kearny,102
Evelyn Park and Ride,Mountain View City Hall,102
Market at 10th,Post at Kearney,101
St James Park,St James Park,101
Clay at Battery,Commercial at Montgomery,101
Embarcadero at Sansome,Washington at Kearney,100
Adobe on Almaden,Paseo de San Antonio,100
San Francisco City Hall,Beale at Market,100
MLK Library,San Jose City Hall,99
Mezes,Redwood City Caltrain Station,99
Embarcadero at Sansome,Post at Kearney,99
San Salvador at 1st,SJSU 4th at San Carlos,99
Civic Center BART (7th at Market),Embarcadero at Bryant,99
Post at Kearney,Market at 10th,99
Post at Kearny,Embarcadero at Vallejo,99
Post at Kearny,San Francisco City Hall,99
Washington at Kearny,South Van Ness at Market,99
Clay at Battery,South Van Ness at Market,98
Embarcadero at Vallejo,Commercial at Montgomery,98
Washington at Kearny,Clay at Battery,98
Davis at Jackson,Townsend at 7th,98
San Jose City Hall,SJSU - San Salvador at 9th,98
Santa Clara County Civic Center,Santa Clara County Civic Center,98
Broadway St at Battery St,Howard at 2nd,97
Mountain View City Hall,San Antonio Shopping Center,97
Washington at Kearney,Temporary Transbay Terminal (Howard at Beale),97
Washington at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),97
San Francisco City Hall,Yerba Buena Center of the Arts (3rd @ Howard),97
Townsend at 7th,Broadway St at Battery St,97
Golden Gate at Polk,Howard at 2nd,97
San Salvador at 1st,Japantown,96
Adobe on Almaden,San Pedro Square,96
Spear at Folsom,Post at Kearny,95
Washington at Kearney,Embarcadero at Folsom,95
Washington at Kearney,Harry Bridges Plaza (Ferry Building),95
Mountain View City Hall,Castro Street and El Camino Real,95
Powell Street BART,Embarcadero at Folsom,95
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco City Hall,95
Clay at Battery,Washington at Kearny,95
Redwood City Caltrain Station,Mezes,94
San Jose City Hall,Adobe on Almaden,94
Embarcadero at Folsom,Washington at Kearney,94
2nd at Folsom,Post at Kearney,94
MLK Library,San Jose Civic Center,94
Broadway St at Battery St,Embarcadero at Vallejo,94
Arena Green / SAP Center,Paseo de San Antonio,94
SJSU 4th at San Carlos,MLK Library,93
Davis at Jackson,South Van Ness at Market,93
Golden Gate at Polk,Clay at Battery,93
Post at Kearney,Spear at Folsom,93
Commercial at Montgomery,Post at Kearney,92
Market at 10th,Washington at Kearney,92
Spear at Folsom,Embarcadero at Folsom,92
San Antonio Shopping Center,University and Emerson,92
MLK Library,St James Park,92
San Francisco City Hall,Temporary Transbay Terminal (Howard at Beale),91
Embarcadero at Vallejo,Market at 10th,91
Mechanics Plaza (Market at Battery),2nd at Folsom,91
SJSU - San Salvador at 9th,San Pedro Square,90
Temporary Transbay Terminal (Howard at Beale),San Francisco City Hall,90
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),89
Washington at Kearney,Washington at Kearney,89
Post at Kearney,2nd at Townsend,89
San Salvador at 1st,St James Park,89
University and Emerson,Palo Alto Caltrain Station,88
Steuart at Market,San Francisco City Hall,88
SJSU 4th at San Carlos,San Salvador at 1st,87
California Ave Caltrain Station,San Antonio Caltrain Station,87
2nd at Townsend,San Francisco City Hall,87
Market at 10th,Embarcadero at Bryant,86
Paseo de San Antonio,San Jose Civic Center,86
Howard at 2nd,Broadway St at Battery St,86
St James Park,San Jose City Hall,86
San Francisco City Hall,2nd at Folsom,86
Paseo de San Antonio,Ryland Park,86
Embarcadero at Vallejo,Broadway St at Battery St,85
Redwood City Caltrain Station,Kaiser Hospital,85
5th at Howard,Embarcadero at Bryant,85
Paseo de San Antonio,San Jose City Hall,85
San Mateo County Center,Redwood City Caltrain Station,84
Market at 4th,Washington at Kearney,84
Stanford in Redwood City,Palo Alto Caltrain Station,84
Post at Kearney,San Francisco Caltrain 2 (330 Townsend),84
San Jose Civic Center,Adobe on Almaden,84
Embarcadero at Folsom,Spear at Folsom,84
Embarcadero at Sansome,San Francisco City Hall,84
2nd at Townsend,Golden Gate at Polk,84
Broadway St at Battery St,Townsend at 7th,83
SJSU 4th at San Carlos,San Pedro Square,83
Davis at Jackson,2nd at Folsom,83
Embarcadero at Vallejo,Post at Kearny,83
Adobe on Almaden,San Salvador at 1st,83
San Francisco City Hall,Spear at Folsom,82
5th at Howard,Davis at Jackson,82
Washington at Kearny,Spear at Folsom,82
Market at 10th,Embarcadero at Folsom,82
Townsend at 7th,Post at Kearney,81
Post at Kearney,2nd at Folsom,81
MLK Library,SJSU 4th at San Carlos,81
Arena Green / SAP Center,Santa Clara County Civic Center,81
Washington at Kearny,Golden Gate at Polk,81
Redwood City Public Library,Redwood City Caltrain Station,81
Davis at Jackson,5th at Howard,81
Embarcadero at Folsom,Market at 10th,80
Harry Bridges Plaza (Ferry Building),Washington at Kearney,80
Mechanics Plaza (Market at Battery),Beale at Market,80
Japantown,San Jose Civic Center,80
SJSU 4th at San Carlos,Paseo de San Antonio,80
Ryland Park,Paseo de San Antonio,79
Commercial at Montgomery,Embarcadero at Vallejo,79
San Jose Civic Center,Paseo de San Antonio,79
Post at Kearney,Steuart at Market,79
San Francisco City Hall,Washington at Kearny,78
Castro Street and El Camino Real,San Antonio Shopping Center,78
Adobe on Almaden,San Jose Civic Center,78
Golden Gate at Polk,Commercial at Montgomery,78
Yerba Buena Center of the Arts (3rd @ Howard),Broadway St at Battery St,78
Japantown,Santa Clara at Almaden,77
San Antonio Shopping Center,Mountain View City Hall,77
Post at Kearny,Market at Sansome,77
Embarcadero at Bryant,Market at 10th,76
Washington at Kearney,Market at 10th,76
University and Emerson,San Antonio Shopping Center,76
Paseo de San Antonio,Adobe on Almaden,76
San Francisco City Hall,Howard at 2nd,76
Arena Green / SAP Center,San Jose Civic Center,75
San Antonio Shopping Center,Rengstorff Avenue / California Street,75
Market at 10th,Broadway St at Battery St,75
San Francisco City Hall,Post at Kearney,74
2nd at South Park,Washington at Kearney,74
Santa Clara County Civic Center,Arena Green / SAP Center,74
SJSU 4th at San Carlos,San Jose Civic Center,74
2nd at Folsom,San Francisco City Hall,73
Golden Gate at Polk,Post at Kearney,73
Cowper at University,Park at Olive,73
Beale at Market,San Francisco City Hall,72
Adobe on Almaden,SJSU 4th at San Carlos,72
Park at Olive,Cowper at University,72
San Antonio Caltrain Station,Mountain View City Hall,72
San Pedro Square,Adobe on Almaden,71
Adobe on Almaden,MLK Library,71
Mechanics Plaza (Market at Battery),Washington at Kearney,71
Broadway St at Battery St,Golden Gate at Polk,71
Washington at Kearney,Powell Street BART,71
Post at Kearney,Powell Street BART,71
Temporary Transbay Terminal (Howard at Beale),Post at Kearney,70
Adobe on Almaden,San Jose City Hall,70
San Antonio Caltrain Station,California Ave Caltrain Station,70
San Jose Civic Center,SJSU 4th at San Carlos,69
Adobe on Almaden,Ryland Park,69
Mountain View City Hall,San Antonio Caltrain Station,69
San Pedro Square,Santa Clara at Almaden,69
San Jose Civic Center,Arena Green / SAP Center,69
San Salvador at 1st,San Jose Civic Center,68
Arena Green / SAP Center,Ryland Park,68
Post at Kearney,Temporary Transbay Terminal (Howard at Beale),68
Spear at Folsom,Post at Kearney,68
Golden Gate at Polk,Washington at Kearny,67
Rengstorff Avenue / California Street,San Antonio Shopping Center,67
Redwood City Public Library,Redwood City Public Library,67
Washington at Kearney,Market at Sansome,67
Mountain View City Hall,Evelyn Park and Ride,66
Post at Kearney,Howard at 2nd,66
Mountain View Caltrain Station,Middlefield Light Rail Station,66
San Pedro Square,SJSU 4th at San Carlos,65
Palo Alto Caltrain Station,Stanford in Redwood City,65
San Jose City Hall,St James Park,64
Broadway St at Battery St,2nd at Folsom,64
Broadway St at Battery St,Washington at Kearny,64
South Van Ness at Market,Embarcadero at Bryant,63
Stanford in Redwood City,Stanford in Redwood City,63
Paseo de San Antonio,SJSU 4th at San Carlos,63
San Jose Civic Center,SJSU - San Salvador at 9th,63
Santa Clara at Almaden,San Pedro Square,63
Santa Clara at Almaden,San Salvador at 1st,62
Steuart at Market,Beale at Market,62
Davis at Jackson,Golden Gate at Polk,62
Post at Kearney,Commercial at Montgomery,62
San Jose Diridon Caltrain Station,Arena Green / SAP Center,61
San Francisco Caltrain 2 (330 Townsend),Post at Kearney,61
Santa Clara County Civic Center,Japantown,61
Paseo de San Antonio,Arena Green / SAP Center,61
Embarcadero at Vallejo,2nd at Folsom,61
San Mateo County Center,Redwood City Public Library,60
San Jose Civic Center,Ryland Park,60
Howard at 2nd,Post at Kearney,60
Washington at Kearny,San Francisco City Hall,60
SJSU - San Salvador at 9th,St James Park,59
Arena Green / SAP Center,Japantown,59
Post at Kearney,Post at Kearney,59
St James Park,Adobe on Almaden,59
Post at Kearney,5th at Howard,58
Washington at Kearney,Beale at Market,58
SJSU - San Salvador at 9th,San Jose Civic Center,58
Post at Kearney,Golden Gate at Polk,58
Commercial at Montgomery,Golden Gate at Polk,57
MLK Library,Santa Clara at Almaden,56
Powell Street BART,Post at Kearney,56
San Antonio Shopping Center,Castro Street and El Camino Real,56
Embarcadero at Vallejo,Golden Gate at Polk,56
Arena Green / SAP Center,San Salvador at 1st,55
Post at Kearney,Townsend at 7th,55
2nd at Folsom,Golden Gate at Polk,55
Park at Olive,San Antonio Caltrain Station,55
Powell at Post (Union Square),Washington at Kearney,55
Powell at Post (Union Square),Post at Kearney,55
Washington at Kearny,2nd at Folsom,55
Santa Clara at Almaden,MLK Library,55
Post at Kearney,San Francisco City Hall,54
Clay at Battery,San Francisco City Hall,54
Golden Gate at Polk,Grant Avenue at Columbus Avenue,54
San Jose City Hall,Arena Green / SAP Center,53
SJSU 4th at San Carlos,San Jose City Hall,52
San Jose Civic Center,Japantown,52
SJSU 4th at San Carlos,Japantown,52
Market at Sansome,Washington at Kearney,51
San Salvador at 1st,Adobe on Almaden,51
Washington at Kearney,San Francisco Caltrain 2 (330 Townsend),51
San Antonio Caltrain Station,Park at Olive,51
Post at Kearney,Powell at Post (Union Square),51
Japantown,SJSU - San Salvador at 9th,50
5th at Howard,Post at Kearney,50
Powell Street BART,Washington at Kearney,50
Post at Kearney,Civic Center BART (7th at Market),50
Spear at Folsom,Washington at Kearney,50
Steuart at Market,Post at Kearney,50
San Jose Civic Center,San Salvador at 1st,49
Ryland Park,SJSU 4th at San Carlos,49
Market at Sansome,Post at Kearny,49
Japantown,SJSU 4th at San Carlos,49
Redwood City Public Library,San Mateo County Center,49
Embarcadero at Bryant,South Van Ness at Market,48
Arena Green / SAP Center,San Jose Diridon Caltrain Station,48
Washington at Kearney,Steuart at Market,48
Civic Center BART (7th at Market),Post at Kearney,48
Redwood City Medical Center,San Mateo County Center,48
San Salvador at 1st,Arena Green / SAP Center,47
Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),47
San Francisco City Hall,Davis at Jackson,47
Ryland Park,MLK Library,47
Ryland Park,Arena Green / SAP Center,47
SJSU - San Salvador at 9th,Adobe on Almaden,47
San Francisco Caltrain 2 (330 Townsend),Washington at Kearney,46
Yerba Buena Center of the Arts (3rd @ Howard),Davis at Jackson,46
Santa Clara at Almaden,Adobe on Almaden,46
Adobe on Almaden,Arena Green / SAP Center,46
Adobe on Almaden,Santa Clara at Almaden,46
San Salvador at 1st,Santa Clara at Almaden,46
Golden Gate at Polk,Embarcadero at Bryant,46
Washington at Kearney,Market at 4th,46
Washington at Kearny,Commercial at Montgomery,45
Post at Kearney,Market at 4th,45
St James Park,SJSU - San Salvador at 9th,45
Washington at Kearney,Grant Avenue at Columbus Avenue,45
Japantown,Arena Green / SAP Center,45
Washington at Kearney,Embarcadero at Bryant,44
MLK Library,Ryland Park,44
MLK Library,Adobe on Almaden,44
San Jose City Hall,Santa Clara at Almaden,44
St James Park,Ryland Park,44
Golden Gate at Polk,Embarcadero at Folsom,44
Davis at Jackson,Post at Kearney,43
Grant Avenue at Columbus Avenue,Washington at Kearney,43
Santa Clara at Almaden,San Jose City Hall,43
SJSU 4th at San Carlos,Adobe on Almaden,42
Clay at Battery,Post at Kearney,42
Japantown,Adobe on Almaden,42
Washington at Kearney,Powell at Post (Union Square),42
San Francisco City Hall,Clay at Battery,42
San Jose Diridon Caltrain Station,Santa Clara County Civic Center,42
San Antonio Caltrain Station,Charleston Park/ North Bayshore Area,41
Spear at Folsom,San Francisco City Hall,41
Japantown,Santa Clara County Civic Center,41
Santa Clara at Almaden,SJSU - San Salvador at 9th,41
Washington at Kearney,San Francisco Caltrain (Townsend at 4th),41
Post at Kearney,Davis at Jackson,41
Post at Kearney,Clay at Battery,40
Mechanics Plaza (Market at Battery),Post at Kearney,40
Washington at Kearney,Mechanics Plaza (Market at Battery),40
Beale at Market,Post at Kearney,40
Embarcadero at Bryant,Golden Gate at Polk,40
Arena Green / SAP Center,Adobe on Almaden,40
Redwood City Caltrain Station,Palo Alto Caltrain Station,39
Franklin at Maple,Franklin at Maple,39
Ryland Park,St James Park,38
Arena Green / SAP Center,San Jose City Hall,38
Adobe on Almaden,St James Park,38
San Mateo County Center,Redwood City Medical Center,38
Adobe on Almaden,SJSU - San Salvador at 9th,37
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearney,37
St James Park,San Jose Civic Center,37
Stanford in Redwood City,San Mateo County Center,37
Market at 4th,Post at Kearney,37
2nd at Folsom,Washington at Kearney,37
Washington at Kearney,Post at Kearney,37
Embarcadero at Folsom,Golden Gate at Polk,37
South Van Ness at Market,Washington at Kearney,37
Golden Gate at Polk,2nd at Folsom,36
Santa Clara at Almaden,Japantown,36
Embarcadero at Vallejo,San Francisco City Hall,36
San Antonio Shopping Center,California Ave Caltrain Station,36
Embarcadero at Bryant,Washington at Kearney,36
Palo Alto Caltrain Station,San Antonio Caltrain Station,36
Arena Green / SAP Center,SJSU 4th at San Carlos,36
Mezes Park,Mezes Park,36
Beale at Market,Washington at Kearney,35
Post at Kearney,Beale at Market,35
Golden Gate at Polk,Davis at Jackson,34
San Antonio Caltrain Station,Palo Alto Caltrain Station,34
SJSU - San Salvador at 9th,Japantown,34
St James Park,Santa Clara County Civic Center,33
Washington at Kearney,Howard at 2nd,33
Steuart at Market,Washington at Kearney,33
Post at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),33
Post at Kearney,Embarcadero at Folsom,32
Middlefield Light Rail Station,Mountain View Caltrain Station,32
Adobe on Almaden,Japantown,32
Broadway St at Battery St,San Francisco City Hall,32
Davis at Jackson,San Francisco City Hall,32
Commercial at Montgomery,Washington at Kearney,31
Arena Green / SAP Center,MLK Library,31
Post at Kearney,Embarcadero at Vallejo,30
Ryland Park,San Jose City Hall,30
San Jose Civic Center,St James Park,30
Santa Clara County Civic Center,San Jose Diridon Caltrain Station,30
5th at Howard,Washington at Kearney,30
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearney,30
Evelyn Park and Ride,Castro Street and El Camino Real,30
SJSU - San Salvador at 9th,Santa Clara at Almaden,29
Commercial at Montgomery,Washington at Kearny,29
Embarcadero at Bryant,Post at Kearney,29
San Francisco Caltrain (Townsend at 4th),Washington at Kearney,29
Washington at Kearney,Embarcadero at Vallejo,29
San Francisco City Hall,Embarcadero at Vallejo,29
Park at Olive,San Antonio Shopping Center,28
Washington at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),28
SJSU 4th at San Carlos,Arena Green / SAP Center,28
San Francisco City Hall,Broadway St at Battery St,28
Post at Kearney,Mechanics Plaza (Market at Battery),27
Post at Kearney,Embarcadero at Bryant,27
Ryland Park,Santa Clara at Almaden,27
Santa Clara at Almaden,Ryland Park,27
2nd at Townsend,Washington at Kearney,27
MLK Library,Arena Green / SAP Center,27
Civic Center BART (7th at Market),Washington at Kearney,27
St James Park,Santa Clara at Almaden,26
Embarcadero at Folsom,Post at Kearney,26
Howard at 2nd,Washington at Kearney,25
Embarcadero at Bryant,San Francisco City Hall,25
Clay at Battery,Washington at Kearney,25
Post at Kearney,Market at Sansome,25
Washington at Kearney,2nd at South Park,24
Park at Olive,Rengstorff Avenue / California Street,24
Mountain View City Hall,Charleston Park/ North Bayshore Area,24
Castro Street and El Camino Real,Evelyn Park and Ride,24
SJSU 4th at San Carlos,Ryland Park,24
Washington at Kearney,Davis at Jackson,24
Santa Clara at Almaden,St James Park,24
Ryland Park,San Salvador at 1st,24
San Mateo County Center,Broadway at Main,23
Mountain View Caltrain Station,Park at Olive,23
Washington at Kearney,Spear at Folsom,23
Park at Olive,Mountain View Caltrain Station,23
Franklin at Maple,Redwood City Public Library,23
San Jose City Hall,Ryland Park,23
Stanford in Redwood City,Redwood City Public Library,22
Palo Alto Caltrain Station,Mountain View Caltrain Station,22
San Salvador at 1st,Ryland Park,22
Embarcadero at Folsom,San Francisco City Hall,22
Santa Clara County Civic Center,San Jose Civic Center,22
Redwood City Public Library,Franklin at Maple,22
San Francisco City Hall,Embarcadero at Bryant,22
Redwood City Medical Center,Redwood City Medical Center,21
Charleston Park/ North Bayshore Area,San Antonio Caltrain Station,21
University and Emerson,San Antonio Caltrain Station,21
San Jose Civic Center,Santa Clara County Civic Center,21
Powell Street BART,5th St at Folsom St,21
