
day,trips,subscriber_type
2016-01-27,1087,Subscriber
2016-01-28,1038,Subscriber
2016-01-29,569,Subscriber
2016-01-30,205,Subscriber
2016-01-31,138,Subscriber
2016-02-01,975,Subscriber
2016-02-02,824,Subscriber
2016-02-03,959,Subscriber
2016-02-04,1001,Subscriber
2016-02-05,862,Subscriber
2016-02-06,208,Subscriber
2016-02-07,148,Subscriber
2016-02-08,1088,Subscriber
2016-02-09,1073,Subscriber
2016-02-10,1115,Subscriber
2016-02-11,1100,Subscriber
2016-02-12,930,Subscriber
2016-02-13,205,Subscriber
2016-02-14,125,Subscriber
2016-02-15,307,Subscriber
2016-02-16,1090,Subscriber
2016-02-17,917,Subscriber
2016-02-18,968,Subscriber
2016-02-19,856,Subscriber
2016-02-20,180,Subscriber
2016-02-21,158,Subscriber
2016-02-22,1123,Subscriber
2016-02-23,1098,Subscriber
2016-02-24,1090,Subscriber
2016-02-25,1098,Subscriber
2016-02-26,928,Subscriber
2016-02-27,192,Subscriber
2016-02-28,151,Subscriber
2016-02-29,1101,Subscriber
2016-03-01,1199,Subscriber
2016-03-02,1116,Subscriber
2016-03-03,954,Subscriber
2016-03-04,722,Subscriber
2016-03-05,54,Subscriber
2016-03-06,97,Subscriber
2016-03-07,947,Subscriber
2016-03-08,1090,Subscriber
2016-03-09,925,Subscriber
2016-03-10,679,Subscriber
2016-03-11,502,Subscriber
2016-03-12,110,Subscriber
2016-03-13,46,Subscriber
2016-03-14,1050,Subscriber
2016-03-15,1116,Subscriber
2016-03-16,1083,Subscriber
2016-03-17,997,Subscriber
2016-03-18,901,Subscriber
2016-03-19,172,Subscriber
2016-03-20,95,Subscriber
2016-03-21,879,Subscriber
2016-03-22,1079,Subscriber
2016-03-23,1105,Subscriber
2016-03-24,1081,Subscriber
2016-03-25,835,Subscriber
2016-03-26,165,Subscriber
2016-03-27,102,Subscriber
2016-03-28,1027,Subscriber
2016-03-29,1100,Subscriber
2016-03-30,1034,Subscriber
2016-03-31,1021,Subscriber
2016-04-01,890,Subscriber
2016-04-02,158,Subscriber
2016-04-03,132,Subscriber
2016-04-04,1075,Subscriber
2016-04-05,1164,Subscriber
2016-04-06,1127,Subscriber
2016-04-07,1125,Subscriber
2016-04-08,918,Subscriber
2016-04-09,88,Subscriber
2016-04-10,119,Subscriber
2016-04-11,1083,Subscriber
2016-04-12,1134,Subscriber
2016-04-13,1078,Subscriber
2016-04-14,1042,Subscriber
2016-04-15,959,Subscriber
2016-04-16,194,Subscriber
2016-04-17,140,Subscriber
2016-04-18,1115,Subscriber
2016-04-19,1257,Subscriber
2016-04-20,1246,Subscriber
2016-04-21,1104,Subscriber
2016-04-22,882,Subscriber
2016-04-23,159,Subscriber
2016-04-24,174,Subscriber
2016-04-25,1124,Subscriber
2016-04-26,1183,Subscriber
2016-04-27,1112,Subscriber
2016-04-28,1142,Subscriber
2016-04-29,987,Subscriber
2016-04-30,131,Subscriber
2016-05-01,153,Subscriber
2016-05-02,1143,Subscriber
2016-05-03,1171,Subscriber
2016-05-04,1157,Subscriber
2016-05-05,1139,Subscriber
2016-05-06,840,Subscriber
2016-05-07,125,Subscriber
2016-05-08,138,Subscriber
2016-05-09,1135,Subscriber
2016-05-10,1163,Subscriber
2016-05-11,1184,Subscriber
2016-05-12,1165,Subscriber
2016-05-13,1030,Subscriber
2016-05-14,195,Subscriber
2016-05-15,162,Subscriber
2016-05-16,1126,Subscriber
2016-05-17,1228,Subscriber
2016-05-18,1132,Subscriber
2016-05-19,1140,Subscriber
2016-05-20,983,Subscriber
2016-05-21,176,Subscriber
2016-05-22,119,Subscriber
2016-05-23,1033,Subscriber
2016-05-24,1167,Subscriber
2016-05-25,1169,Subscriber
2016-05-26,1117,Subscriber
2016-05-27,842,Subscriber
2016-05-28,150,Subscriber
2016-05-29,111,Subscriber
2016-05-30,150,Subscriber
2016-05-31,1158,Subscriber
2016-06-01,1105,Subscriber
2016-06-02,1164,Subscriber
2016-06-03,1017,Subscriber
2016-06-04,209,Subscriber
2016-06-05,125,Subscriber
2016-06-06,1265,Subscriber
2016-06-07,1215,Subscriber
2016-06-08,1155,Subscriber
2016-06-09,1179,Subscriber
2016-06-10,1016,Subscriber
2016-06-11,173,Subscriber
2016-06-12,156,Subscriber
2016-06-13,1215,Subscriber
2016-06-14,1208,Subscriber
2016-06-15,1137,Subscriber
2016-06-16,1147,Subscriber
2016-06-17,987,Subscriber
2016-06-18,166,Subscriber
2016-06-19,147,Subscriber
2016-06-20,1194,Subscriber
2016-06-21,1253,Subscriber
2016-06-22,1196,Subscriber
2016-06-23,1185,Subscriber
2016-06-24,989,Subscriber
2016-06-25,175,Subscriber
2016-06-26,143,Subscriber
2016-06-27,1176,Subscriber
2016-06-28,1206,Subscriber
2016-06-29,1117,Subscriber
2016-06-30,1087,Subscriber
2016-07-01,866,Subscriber
2016-07-02,139,Subscriber
2016-07-03,110,Subscriber
2016-07-04,137,Subscriber
2016-07-05,914,Subscriber
2016-07-06,1057,Subscriber
2016-07-07,1060,Subscriber
2016-07-08,913,Subscriber
2016-07-09,171,Subscriber
2016-07-10,181,Subscriber
2016-07-11,1096,Subscriber
2016-07-12,1096,Subscriber
2016-07-13,1115,Subscriber
2016-07-14,1118,Subscriber
2016-07-15,966,Subscriber
2016-07-16,160,Subscriber
2016-07-17,96,Subscriber
2016-07-18,1097,Subscriber
2016-07-19,1085,Subscriber
2016-07-20,1147,Subscriber
2016-07-21,1115,Subscriber
2016-07-22,909,Subscriber
2016-07-23,133,Subscriber
2016-07-24,138,Subscriber
2016-07-25,1142,Subscriber
2016-07-26,1153,Subscriber
2016-07-27,1129,Subscriber
2016-07-28,1059,Subscriber
2016-07-29,994,Subscriber
2016-07-30,168,Subscriber
2016-07-31,144,Subscriber
2016-08-01,1096,Subscriber
2016-08-02,1121,Subscriber
2016-08-03,1136,Subscriber
2016-08-04,1061,Subscriber
2016-08-05,868,Subscriber
2016-08-06,149,Subscriber
2016-08-07,138,Subscriber
2016-08-08,1181,Subscriber
2016-08-09,1145,Subscriber
2016-08-10,1100,Subscriber
2016-08-11,1108,Subscriber
2016-08-12,932,Subscriber
2016-08-13,168,Subscriber
2016-08-14,156,Subscriber
2016-08-15,1113,Subscriber
2016-08-16,1145,Subscriber
2016-08-17,1139,Subscriber
2016-08-18,1111,Subscriber
2016-08-19,958,Subscriber
2016-08-20,154,Subscriber
2016-08-21,152,Subscriber
2016-08-22,1100,Subscriber
2016-08-23,1132,Subscriber
2016-08-24,1138,Subscriber
2016-08-25,1107,Subscriber
2016-08-26,998,Subscriber
2016-08-27,151,Subscriber
2016-08-28,155,Subscriber
2016-08-29,1125,Subscriber
2016-08-30,1141,Subscriber
2016-08-31,1112,Subscriber
