
start_station_name,end_station_name,trips
San Antonio Caltrain Station,Mountain View Caltrain Station,58
Powell Street BART,Powell at Post (Union Square),58
Harry Bridges Plaza (Ferry Building),Golden Gate at Polk,57
Ryland Park,Japantown,57
Yerba Buena Center of the Arts (3rd @ Howard),Spear at Folsom,57
Townsend at 7th,Washington at Kearny,57
Washington at Kearny,Washington at Kearny,57
Commercial at Montgomery,Grant Avenue at Columbus Avenue,57
Japantown,Japantown,57
Post at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),57
Mountain View Caltrain Station,Charleston Park/ North Bayshore Area,57
2nd at Folsom,2nd at Folsom,57
Mountain View City Hall,Mountain View City Hall,57
Beale at Market,Washington at Kearny,56
Embarcadero at Vallejo,Market at Sansome,56
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearny,56
Market at 10th,San Francisco City Hall,56
2nd at Townsend,Civic Center BART (7th at Market),56
Clay at Battery,Post at Kearny,56
California Ave Caltrain Station,California Ave Caltrain Station,56
Grant Avenue at Columbus Avenue,Embarcadero at Bryant,55
Market at 10th,Davis at Jackson,55
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),55
Civic Center BART (7th at Market),Spear at Folsom,55
San Jose Civic Center,Santa Clara at Almaden,54
Townsend at 7th,Broadway St at Battery St,54
Redwood City Caltrain Station,Redwood City Caltrain Station,54
SJSU - San Salvador at 9th,San Salvador at 1st,54
San Francisco Caltrain 2 (330 Townsend),Grant Avenue at Columbus Avenue,54
Post at Kearney,San Francisco Caltrain (Townsend at 4th),54
Beale at Market,Steuart at Market,53
Grant Avenue at Columbus Avenue,South Van Ness at Market,53
Broadway St at Battery St,Commercial at Montgomery,53
Washington at Kearney,Market at 10th,53
Grant Avenue at Columbus Avenue,5th at Howard,53
Washington at Kearny,Civic Center BART (7th at Market),52
San Francisco City Hall,Temporary Transbay Terminal (Howard at Beale),52
Golden Gate at Polk,2nd at South Park,52
Mechanics Plaza (Market at Battery),Post at Kearny,52
Powell at Post (Union Square),San Francisco City Hall,52
Howard at 2nd,Beale at Market,52
Arena Green / SAP Center,Arena Green / SAP Center,52
Powell at Post (Union Square),Embarcadero at Bryant,52
Clay at Battery,Davis at Jackson,52
Howard at 2nd,San Francisco City Hall,52
Market at 10th,Clay at Battery,52
San Francisco City Hall,San Francisco City Hall,51
Townsend at 7th,Grant Avenue at Columbus Avenue,51
California Ave Caltrain Station,San Antonio Caltrain Station,51
MLK Library,MLK Library,51
Civic Center BART (7th at Market),Davis at Jackson,51
Beale at Market,Post at Kearny,51
2nd at Folsom,Embarcadero at Vallejo,51
Howard at 2nd,Embarcadero at Vallejo,51
San Francisco City Hall,Spear at Folsom,51
Embarcadero at Vallejo,Davis at Jackson,51
Clay at Battery,South Van Ness at Market,50
Market at 4th,Powell at Post (Union Square),50
San Francisco City Hall,Golden Gate at Polk,50
South Van Ness at Market,Powell at Post (Union Square),50
Paseo de San Antonio,San Salvador at 1st,50
Post at Kearny,Clay at Battery,50
Harry Bridges Plaza (Ferry Building),South Van Ness at Market,49
Yerba Buena Center of the Arts (3rd @ Howard),Mechanics Plaza (Market at Battery),49
2nd at South Park,San Francisco City Hall,49
Davis at Jackson,2nd at Folsom,49
Ryland Park,Ryland Park,49
Embarcadero at Vallejo,Powell Street BART,49
Mountain View Caltrain Station,Middlefield Light Rail Station,49
Santa Clara at Almaden,Santa Clara at Almaden,49
Park at Olive,California Ave Caltrain Station,48
Post at Kearney,Grant Avenue at Columbus Avenue,48
Embarcadero at Folsom,Clay at Battery,48
Paseo de San Antonio,San Pedro Square,48
Washington at Kearny,Golden Gate at Polk,48
Yerba Buena Center of the Arts (3rd @ Howard),Golden Gate at Polk,48
Beale at Market,Beale at Market,48
5th at Howard,Davis at Jackson,48
San Francisco City Hall,2nd at Folsom,48
Embarcadero at Vallejo,Clay at Battery,48
Howard at 2nd,Commercial at Montgomery,48
Washington at Kearny,Clay at Battery,47
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Folsom,47
Post at Kearny,Embarcadero at Bryant,47
Broadway St at Battery St,Howard at 2nd,47
Golden Gate at Polk,Commercial at Montgomery,47
Arena Green / SAP Center,Santa Clara County Civic Center,47
Powell at Post (Union Square),Golden Gate at Polk,47
Harry Bridges Plaza (Ferry Building),Beale at Market,47
Townsend at 7th,Post at Kearney,46
Embarcadero at Folsom,Washington at Kearney,46
Civic Center BART (7th at Market),San Francisco City Hall,46
Davis at Jackson,5th at Howard,46
San Pedro Square,San Pedro Square,46
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),45
Howard at 2nd,Washington at Kearny,45
Mechanics Plaza (Market at Battery),Clay at Battery,45
Rengstorff Avenue / California Street,Mountain View City Hall,45
Arena Green / SAP Center,San Pedro Square,45
Howard at 2nd,Davis at Jackson,45
San Francisco City Hall,South Van Ness at Market,45
SJSU - San Salvador at 9th,San Jose City Hall,45
Paseo de San Antonio,MLK Library,45
Castro Street and El Camino Real,Castro Street and El Camino Real,45
Embarcadero at Vallejo,South Van Ness at Market,45
Washington at Kearney,Temporary Transbay Terminal (Howard at Beale),45
2nd at Folsom,San Francisco City Hall,44
South Van Ness at Market,Clay at Battery,44
University and Emerson,Park at Olive,44
5th at Howard,Grant Avenue at Columbus Avenue,44
SJSU - San Salvador at 9th,MLK Library,44
Broadway St at Battery St,Golden Gate at Polk,44
Post at Kearney,Spear at Folsom,44
Washington at Kearny,Steuart at Market,43
Townsend at 7th,San Francisco City Hall,43
Washington at Kearney,San Francisco Caltrain 2 (330 Townsend),43
South Van Ness at Market,Davis at Jackson,43
Beale at Market,Clay at Battery,43
Powell at Post (Union Square),Embarcadero at Vallejo,43
Golden Gate at Polk,Howard at 2nd,43
San Jose Civic Center,San Pedro Square,43
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),43
San Francisco City Hall,2nd at Townsend,43
Market at 10th,Embarcadero at Folsom,43
Embarcadero at Vallejo,Powell at Post (Union Square),42
Davis at Jackson,Washington at Kearny,42
San Francisco City Hall,Yerba Buena Center of the Arts (3rd @ Howard),42
San Francisco City Hall,Grant Avenue at Columbus Avenue,42
Embarcadero at Folsom,Beale at Market,42
Washington at Kearny,Townsend at 7th,42
Embarcadero at Bryant,Washington at Kearny,42
Grant Avenue at Columbus Avenue,Broadway St at Battery St,42
Embarcadero at Folsom,Post at Kearny,42
Arena Green / SAP Center,Ryland Park,42
Post at Kearney,2nd at Folsom,42
2nd at South Park,Washington at Kearney,42
MLK Library,Japantown,41
Broadway St at Battery St,Broadway St at Battery St,41
Broadway St at Battery St,Townsend at 7th,41
Japantown,San Jose City Hall,41
Powell Street BART,Davis at Jackson,41
Embarcadero at Folsom,2nd at Folsom,41
Davis at Jackson,Townsend at 7th,41
MLK Library,SJSU - San Salvador at 9th,41
Temporary Transbay Terminal (Howard at Beale),Post at Kearney,41
San Francisco Caltrain 2 (330 Townsend),Post at Kearney,41
Adobe on Almaden,Ryland Park,41
Paseo de San Antonio,St James Park,41
Post at Kearny,San Francisco City Hall,41
Washington at Kearny,Powell at Post (Union Square),40
Harry Bridges Plaza (Ferry Building),Steuart at Market,40
Castro Street and El Camino Real,Mountain View City Hall,40
2nd at Folsom,South Van Ness at Market,40
San Antonio Caltrain Station,Mountain View City Hall,40
Post at Kearny,Mechanics Plaza (Market at Battery),40
San Antonio Caltrain Station,San Antonio Caltrain Station,39
Powell Street BART,Embarcadero at Vallejo,39
Japantown,St James Park,39
San Salvador at 1st,Paseo de San Antonio,39
San Pedro Square,Arena Green / SAP Center,39
Howard at 2nd,2nd at Folsom,39
San Francisco City Hall,Steuart at Market,39
Ryland Park,SJSU 4th at San Carlos,39
Golden Gate at Polk,Golden Gate at Polk,38
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Vallejo,38
Howard at 2nd,Broadway St at Battery St,38
Powell at Post (Union Square),Embarcadero at Folsom,38
Clay at Battery,Embarcadero at Vallejo,38
Embarcadero at Vallejo,Civic Center BART (7th at Market),38
Castro Street and El Camino Real,San Antonio Shopping Center,38
San Francisco City Hall,Beale at Market,38
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Bryant,38
Washington at Kearney,Powell Street BART,38
Washington at Kearny,Grant Avenue at Columbus Avenue,38
Post at Kearny,Beale at Market,37
Market at 10th,Washington at Kearney,37
Howard at 2nd,Mechanics Plaza (Market at Battery),37
Adobe on Almaden,San Salvador at 1st,37
Post at Kearny,Post at Kearny,37
Post at Kearny,2nd at Folsom,37
Steuart at Market,Harry Bridges Plaza (Ferry Building),37
St James Park,MLK Library,37
Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),37
Washington at Kearny,Howard at 2nd,37
Beale at Market,Mechanics Plaza (Market at Battery),37
Spear at Folsom,Post at Kearny,36
Davis at Jackson,Clay at Battery,36
San Francisco City Hall,Powell at Post (Union Square),36
Steuart at Market,San Francisco City Hall,36
Santa Clara County Civic Center,Arena Green / SAP Center,36
Davis at Jackson,South Van Ness at Market,36
Washington at Kearney,Harry Bridges Plaza (Ferry Building),36
San Pedro Square,San Jose Civic Center,36
Market at 10th,Post at Kearney,35
Post at Kearny,Spear at Folsom,35
Beale at Market,2nd at Folsom,35
St James Park,Japantown,35
San Salvador at 1st,San Pedro Square,35
San Francisco City Hall,Howard at 2nd,35
Embarcadero at Bryant,Grant Avenue at Columbus Avenue,35
Mechanics Plaza (Market at Battery),Market at Sansome,35
Cowper at University,Cowper at University,34
California Ave Caltrain Station,Park at Olive,34
San Salvador at 1st,SJSU - San Salvador at 9th,34
Spear at Folsom,Embarcadero at Folsom,34
Powell Street BART,Spear at Folsom,34
San Salvador at 1st,San Salvador at 1st,34
Washington at Kearny,Davis at Jackson,34
Embarcadero at Vallejo,Howard at 2nd,34
San Francisco Caltrain 2 (330 Townsend),Washington at Kearney,34
Santa Clara County Civic Center,Santa Clara County Civic Center,34
Clay at Battery,Golden Gate at Polk,33
Embarcadero at Folsom,Market at 10th,33
2nd at Folsom,Post at Kearney,33
Davis at Jackson,Golden Gate at Polk,33
San Francisco City Hall,Harry Bridges Plaza (Ferry Building),33
San Jose Civic Center,Adobe on Almaden,33
Embarcadero at Bryant,Powell Street BART,33
SJSU - San Salvador at 9th,San Pedro Square,33
Civic Center BART (7th at Market),Embarcadero at Bryant,32
Japantown,San Salvador at 1st,32
Market at 10th,Embarcadero at Bryant,32
Redwood City Public Library,Redwood City Caltrain Station,32
Post at Kearney,San Francisco Caltrain 2 (330 Townsend),32
SJSU - San Salvador at 9th,SJSU 4th at San Carlos,32
Grant Avenue at Columbus Avenue,Post at Kearney,31
Mountain View City Hall,Evelyn Park and Ride,31
Palo Alto Caltrain Station,University and Emerson,31
5th at Howard,Embarcadero at Bryant,31
San Jose City Hall,Japantown,31
MLK Library,San Salvador at 1st,31
Post at Kearney,Golden Gate at Polk,31
SJSU - San Salvador at 9th,Adobe on Almaden,31
Park at Olive,Cowper at University,31
Mountain View City Hall,Castro Street and El Camino Real,31
Golden Gate at Polk,Powell at Post (Union Square),31
Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),31
2nd at Townsend,Post at Kearney,31
Mechanics Plaza (Market at Battery),Washington at Kearney,31
Cowper at University,Park at Olive,31
Golden Gate at Polk,San Francisco City Hall,30
San Francisco City Hall,Post at Kearney,30
St James Park,Adobe on Almaden,30
Post at Kearney,Howard at 2nd,30
Post at Kearney,Harry Bridges Plaza (Ferry Building),30
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco City Hall,30
Washington at Kearney,Steuart at Market,30
Spear at Folsom,Washington at Kearny,30
San Jose City Hall,San Pedro Square,29
San Francisco City Hall,Civic Center BART (7th at Market),29
Washington at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),29
Market at Sansome,Mechanics Plaza (Market at Battery),29
Ryland Park,Paseo de San Antonio,29
Adobe on Almaden,Paseo de San Antonio,29
Adobe on Almaden,MLK Library,29
Beale at Market,San Francisco City Hall,29
MLK Library,San Pedro Square,29
SJSU - San Salvador at 9th,SJSU - San Salvador at 9th,29
2nd at Folsom,Washington at Kearney,29
San Jose Civic Center,Ryland Park,28
Santa Clara at Almaden,San Jose Civic Center,28
South Van Ness at Market,Washington at Kearny,28
Post at Kearney,Market at 10th,28
Broadway St at Battery St,Grant Avenue at Columbus Avenue,28
Powell Street BART,Embarcadero at Bryant,28
Embarcadero at Folsom,Powell at Post (Union Square),28
Japantown,Paseo de San Antonio,28
Mechanics Plaza (Market at Battery),2nd at Folsom,28
Harry Bridges Plaza (Ferry Building),San Francisco City Hall,28
South Van Ness at Market,Embarcadero at Bryant,28
Santa Clara County Civic Center,Japantown,27
Embarcadero at Vallejo,Broadway St at Battery St,27
Powell Street BART,Broadway St at Battery St,27
St James Park,San Jose City Hall,27
Mountain View City Hall,San Antonio Caltrain Station,27
Embarcadero at Bryant,Civic Center BART (7th at Market),27
San Pedro Square,San Jose City Hall,27
Market at 4th,Post at Kearny,27
Adobe on Almaden,San Jose Civic Center,27
Washington at Kearny,Broadway St at Battery St,27
Post at Kearney,Townsend at 7th,26
San Jose City Hall,MLK Library,26
Powell Street BART,Embarcadero at Folsom,26
San Pedro Square,Paseo de San Antonio,26
Rengstorff Avenue / California Street,Rengstorff Avenue / California Street,26
Embarcadero at Sansome,San Francisco City Hall,26
Paseo de San Antonio,Paseo de San Antonio,26
Post at Kearney,2nd at Townsend,26
2nd at Townsend,Golden Gate at Polk,26
Mechanics Plaza (Market at Battery),Beale at Market,26
Grant Avenue at Columbus Avenue,Washington at Kearney,26
Washington at Kearny,South Van Ness at Market,26
MLK Library,Paseo de San Antonio,26
2nd at Folsom,Golden Gate at Polk,26
5th at Howard,San Francisco City Hall,26
Evelyn Park and Ride,Evelyn Park and Ride,25
Post at Kearney,Temporary Transbay Terminal (Howard at Beale),25
Santa Clara at Almaden,Paseo de San Antonio,25
Post at Kearney,5th at Howard,25
Embarcadero at Sansome,2nd at Folsom,25
Clay at Battery,San Francisco City Hall,25
Stanford in Redwood City,San Mateo County Center,25
Embarcadero at Folsom,Powell Street BART,25
Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),25
San Jose Diridon Caltrain Station,Arena Green / SAP Center,25
Embarcadero at Bryant,Post at Kearny,25
San Jose City Hall,San Jose City Hall,25
Washington at Kearney,Beale at Market,25
San Pedro Square,MLK Library,25
SJSU 4th at San Carlos,SJSU 4th at San Carlos,24
San Jose Diridon Caltrain Station,Santa Clara County Civic Center,24
Palo Alto Caltrain Station,San Antonio Caltrain Station,24
Embarcadero at Vallejo,Market at 10th,24
Post at Kearney,San Francisco City Hall,24
Market at 10th,Broadway St at Battery St,24
South Van Ness at Market,Grant Avenue at Columbus Avenue,24
Embarcadero at Bryant,Powell at Post (Union Square),24
Mountain View City Hall,San Antonio Shopping Center,23
Adobe on Almaden,SJSU 4th at San Carlos,23
Adobe on Almaden,SJSU - San Salvador at 9th,23
Washington at Kearny,Spear at Folsom,23
San Francisco City Hall,Washington at Kearny,23
Embarcadero at Folsom,Spear at Folsom,23
Yerba Buena Center of the Arts (3rd @ Howard),Howard at 2nd,23
Arena Green / SAP Center,Japantown,23
Spear at Folsom,Washington at Kearney,22
Washington at Kearney,Embarcadero at Sansome,22
Paseo de San Antonio,San Jose City Hall,22
Adobe on Almaden,San Pedro Square,22
Commercial at Montgomery,Post at Kearney,22
Park at Olive,San Antonio Caltrain Station,22
Commercial at Montgomery,Clay at Battery,22
Yerba Buena Center of the Arts (3rd @ Howard),2nd at Folsom,22
St James Park,San Salvador at 1st,22
San Antonio Shopping Center,Mountain View City Hall,22
Golden Gate at Polk,Embarcadero at Bryant,22
Grant Avenue at Columbus Avenue,Golden Gate at Polk,22
St James Park,SJSU - San Salvador at 9th,22
San Pedro Square,San Salvador at 1st,22
2nd at Townsend,San Francisco City Hall,22
Mountain View City Hall,Rengstorff Avenue / California Street,21
SJSU 4th at San Carlos,San Pedro Square,21
MLK Library,Ryland Park,21
Spear at Folsom,Post at Kearney,21
San Jose City Hall,Paseo de San Antonio,21
South Van Ness at Market,Washington at Kearney,21
Washington at Kearney,Mechanics Plaza (Market at Battery),21
Arena Green / SAP Center,San Jose Civic Center,20
Embarcadero at Vallejo,Commercial at Montgomery,20
Park at Olive,Park at Olive,20
Powell Street BART,Washington at Kearney,20
Commercial at Montgomery,Golden Gate at Polk,20
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,20
Powell Street BART,Post at Kearney,20
San Antonio Shopping Center,San Antonio Shopping Center,20
San Mateo County Center,San Mateo County Center,20
Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,19
Civic Center BART (7th at Market),Post at Kearney,19
Redwood City Public Library,Redwood City Public Library,19
Broadway St at Battery St,2nd at Folsom,19
Golden Gate at Polk,Embarcadero at Folsom,19
Ryland Park,Arena Green / SAP Center,19
Clay at Battery,Washington at Kearny,19
Post at Kearney,Steuart at Market,19
MLK Library,St James Park,19
SJSU - San Salvador at 9th,St James Park,19
San Jose City Hall,San Jose Civic Center,19
San Jose City Hall,SJSU 4th at San Carlos,19
Davis at Jackson,Post at Kearney,19
San Jose City Hall,Adobe on Almaden,19
San Salvador at 1st,Japantown,19
San Jose Civic Center,MLK Library,19
Embarcadero at Vallejo,Washington at Kearny,18
Ryland Park,MLK Library,18
Adobe on Almaden,San Jose City Hall,18
Japantown,Santa Clara at Almaden,18
Steuart at Market,Beale at Market,18
SJSU 4th at San Carlos,Paseo de San Antonio,18
Embarcadero at Bryant,Market at 10th,18
San Pedro Square,SJSU - San Salvador at 9th,18
Post at Kearny,Market at Sansome,18
Yerba Buena Center of the Arts (3rd @ Howard),Broadway St at Battery St,18
St James Park,St James Park,18
Paseo de San Antonio,Santa Clara at Almaden,18
Middlefield Light Rail Station,Mountain View Caltrain Station,18
5th at Howard,Washington at Kearney,17
Embarcadero at Vallejo,San Francisco City Hall,17
Redwood City Caltrain Station,Palo Alto Caltrain Station,17
Howard at 2nd,Post at Kearney,17
Ryland Park,St James Park,17
San Francisco Caltrain (Townsend at 4th),Washington at Kearney,17
Post at Kearny,Embarcadero at Vallejo,17
San Jose City Hall,SJSU - San Salvador at 9th,17
Market at 4th,Washington at Kearney,17
Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),17
Broadway St at Battery St,San Francisco City Hall,17
Post at Kearney,Embarcadero at Sansome,17
St James Park,Santa Clara County Civic Center,16
SJSU - San Salvador at 9th,San Jose Civic Center,16
5th St at Folsom St,Market at 4th,16
Post at Kearney,Powell Street BART,16
Golden Gate at Polk,Clay at Battery,16
Embarcadero at Folsom,Golden Gate at Polk,16
Washington at Kearny,Embarcadero at Vallejo,16
Embarcadero at Vallejo,2nd at Folsom,16
Embarcadero at Bryant,Washington at Kearney,16
SJSU 4th at San Carlos,MLK Library,16
5th at Howard,Post at Kearney,16
Washington at Kearny,San Francisco City Hall,16
Post at Kearney,Commercial at Montgomery,16
Broadway St at Battery St,Embarcadero at Vallejo,16
Adobe on Almaden,Adobe on Almaden,16
Washington at Kearney,San Francisco Caltrain (Townsend at 4th),16
Post at Kearney,Powell at Post (Union Square),16
St James Park,Paseo de San Antonio,16
Powell at Post (Union Square),Post at Kearney,15
Embarcadero at Vallejo,Post at Kearny,15
Arena Green / SAP Center,San Salvador at 1st,15
Washington at Kearny,2nd at Folsom,15
San Salvador at 1st,St James Park,15
MLK Library,SJSU 4th at San Carlos,15
St James Park,Ryland Park,15
University and Emerson,San Antonio Shopping Center,15
Golden Gate at Polk,Grant Avenue at Columbus Avenue,15
Redwood City Medical Center,San Mateo County Center,15
San Antonio Caltrain Station,California Ave Caltrain Station,15
Embarcadero at Vallejo,Golden Gate at Polk,15
SJSU 4th at San Carlos,San Jose City Hall,14
MLK Library,Adobe on Almaden,14
San Antonio Shopping Center,University and Emerson,14
MLK Library,Santa Clara at Almaden,14
Paseo de San Antonio,Arena Green / SAP Center,14
Santa Clara at Almaden,MLK Library,14
Paseo de San Antonio,San Jose Civic Center,14
Evelyn Park and Ride,Castro Street and El Camino Real,14
Washington at Kearney,Washington at Kearney,14
Park at Olive,Mountain View Caltrain Station,14
Embarcadero at Bryant,South Van Ness at Market,14
Steuart at Market,Post at Kearney,14
San Jose Civic Center,SJSU - San Salvador at 9th,14
SJSU 4th at San Carlos,SJSU - San Salvador at 9th,14
Post at Kearney,Market at 4th,14
Santa Clara at Almaden,SJSU - San Salvador at 9th,14
Post at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),14
Japantown,SJSU 4th at San Carlos,14
Santa Clara County Civic Center,San Jose Diridon Caltrain Station,14
Golden Gate at Polk,5th St at Folsom St,13
San Pedro Square,Adobe on Almaden,13
Golden Gate at Polk,Washington at Kearny,13
Beale at Market,Washington at Kearney,13
San Salvador at 1st,Adobe on Almaden,13
Beale at Market,Post at Kearney,13
Post at Kearney,Davis at Jackson,13
Rengstorff Avenue / California Street,San Antonio Shopping Center,13
Arena Green / SAP Center,Paseo de San Antonio,13
Market at 4th,5th St at Folsom St,13
5th St at Folsom St,Golden Gate at Polk,13
Santa Clara at Almaden,Adobe on Almaden,12
Post at Kearney,Civic Center BART (7th at Market),12
San Francisco Caltrain (Townsend at 4th),5th St at Folsom St,12
Yerba Buena Center of the Arts (3rd @ Howard),Davis at Jackson,12
San Pedro Square,SJSU 4th at San Carlos,12
SJSU 4th at San Carlos,San Salvador at 1st,12
Washington at Kearney,Market at Sansome,12
Redwood City Public Library,Stanford in Redwood City,12
San Jose Civic Center,Paseo de San Antonio,12
SJSU 4th at San Carlos,San Jose Civic Center,12
University and Emerson,Palo Alto Caltrain Station,12
San Francisco Caltrain 2 (330 Townsend),5th St at Folsom St,12
San Pedro Square,Santa Clara at Almaden,12
Paseo de San Antonio,SJSU 4th at San Carlos,12
Paseo de San Antonio,Adobe on Almaden,12
San Antonio Caltrain Station,Park at Olive,12
Clay at Battery,Commercial at Montgomery,12
Embarcadero at Sansome,Post at Kearney,12
Arena Green / SAP Center,San Jose Diridon Caltrain Station,12
San Jose City Hall,Arena Green / SAP Center,12
Japantown,Santa Clara County Civic Center,12
San Salvador at 1st,Arena Green / SAP Center,12
Spear at Folsom,San Francisco City Hall,12
Japantown,San Jose Civic Center,12
Arena Green / SAP Center,MLK Library,12
Paseo de San Antonio,Ryland Park,11
San Jose City Hall,Santa Clara at Almaden,11
Broadway St at Battery St,Washington at Kearny,11
Golden Gate at Polk,Davis at Jackson,11
Stanford in Redwood City,Stanford in Redwood City,11
Mechanics Plaza (Market at Battery),Post at Kearney,11
Commercial at Montgomery,Embarcadero at Vallejo,11
Market at Sansome,Washington at Kearney,11
Ryland Park,San Salvador at 1st,11
San Mateo County Center,Redwood City Caltrain Station,11
Washington at Kearny,Commercial at Montgomery,11
Embarcadero at Bryant,Golden Gate at Polk,11
San Jose Civic Center,SJSU 4th at San Carlos,11
Japantown,SJSU - San Salvador at 9th,11
San Salvador at 1st,San Jose Civic Center,11
San Antonio Shopping Center,Charleston Park/ North Bayshore Area,11
San Francisco City Hall,Clay at Battery,11
SJSU 4th at San Carlos,Ryland Park,10
Powell at Post (Union Square),Washington at Kearney,10
5th St at Folsom St,San Francisco Caltrain 2 (330 Townsend),10
Steuart at Market,Washington at Kearney,10
San Antonio Shopping Center,Rengstorff Avenue / California Street,10
SJSU - San Salvador at 9th,Santa Clara County Civic Center,10
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearney,10
Adobe on Almaden,Arena Green / SAP Center,10
Santa Clara at Almaden,Ryland Park,10
San Mateo County Center,Stanford in Redwood City,10
Ryland Park,Santa Clara at Almaden,10
Washington at Kearney,Grant Avenue at Columbus Avenue,10
Embarcadero at Folsom,San Francisco City Hall,10
Santa Clara at Almaden,San Salvador at 1st,10
St James Park,San Jose Civic Center,10
Market at Sansome,Post at Kearny,10
San Mateo County Center,Redwood City Public Library,10
Clay at Battery,Washington at Kearney,10
SJSU - San Salvador at 9th,Japantown,10
Santa Clara County Civic Center,San Jose Civic Center,9
San Antonio Caltrain Station,Charleston Park/ North Bayshore Area,9
Santa Clara at Almaden,San Pedro Square,9
Japantown,Arena Green / SAP Center,9
Howard at 2nd,Washington at Kearney,9
MLK Library,San Jose City Hall,9
SJSU - San Salvador at 9th,Arena Green / SAP Center,9
Powell Street BART,5th St at Folsom St,9
SJSU 4th at San Carlos,Japantown,9
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearney,9
Davis at Jackson,San Francisco City Hall,9
Embarcadero at Sansome,Washington at Kearney,9
Washington at Kearney,Howard at 2nd,9
San Jose Civic Center,Arena Green / SAP Center,9
MLK Library,San Jose Civic Center,9
Arena Green / SAP Center,San Jose City Hall,9
Washington at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),9
Golden Gate at Polk,2nd at Folsom,9
San Antonio Shopping Center,Castro Street and El Camino Real,9
Charleston Park/ North Bayshore Area,San Antonio Caltrain Station,9
Mountain View City Hall,Charleston Park/ North Bayshore Area,9
Japantown,Adobe on Almaden,9
Market at 4th,Post at Kearney,9
Washington at Kearney,Market at 4th,9
San Francisco City Hall,Davis at Jackson,8
San Antonio Caltrain Station,University and Emerson,8
Mechanics Plaza (Market at Battery),5th St at Folsom St,8
San Antonio Shopping Center,California Ave Caltrain Station,8
San Salvador at 1st,Ryland Park,8
Adobe on Almaden,Santa Clara at Almaden,8
Post at Kearney,Post at Kearney,8
San Francisco City Hall,Broadway St at Battery St,8
Post at Kearney,Embarcadero at Bryant,8
Santa Clara County Civic Center,St James Park,8
Franklin at Maple,Franklin at Maple,8
Charleston Park/ North Bayshore Area,Charleston Park/ North Bayshore Area,8
San Francisco City Hall,Embarcadero at Bryant,8
Post at Kearney,Clay at Battery,8
Santa Clara at Almaden,San Jose City Hall,8
Washington at Kearney,2nd at South Park,8
Ryland Park,San Jose City Hall,8
Adobe on Almaden,St James Park,8
Stanford in Redwood City,Redwood City Public Library,8
San Antonio Caltrain Station,Palo Alto Caltrain Station,8
5th St at Folsom St,Post at Kearny,8
Castro Street and El Camino Real,Rengstorff Avenue / California Street,7
San Francisco City Hall,Embarcadero at Folsom,7
Harry Bridges Plaza (Ferry Building),Washington at Kearney,7
Arena Green / SAP Center,SJSU 4th at San Carlos,7
Rengstorff Avenue / California Street,Castro Street and El Camino Real,7
Stanford in Redwood City,5th S at E. San Salvador St,7
SJSU 4th at San Carlos,Adobe on Almaden,7
Civic Center BART (7th at Market),5th St at Folsom St,7
MLK Library,Arena Green / SAP Center,7
San Francisco City Hall,Embarcadero at Vallejo,7
Palo Alto Caltrain Station,Mountain View Caltrain Station,7
Park at Olive,Rengstorff Avenue / California Street,7
2nd at Townsend,Washington at Kearney,7
San Jose City Hall,Ryland Park,7
5th St at Folsom St,Powell Street BART,7
Mountain View Caltrain Station,Park at Olive,7
San Jose Civic Center,San Jose City Hall,7
Embarcadero at Folsom,Post at Kearney,6
San Jose Civic Center,Santa Clara County Civic Center,6
San Jose City Hall,Santa Clara County Civic Center,6
Washington at Kearney,Post at Kearney,6
San Jose City Hall,St James Park,6
Park at Olive,San Antonio Shopping Center,6
Post at Kearney,Beale at Market,6
Santa Clara at Almaden,St James Park,6
Castro Street and El Camino Real,Evelyn Park and Ride,6
Embarcadero at Bryant,San Francisco City Hall,6
Santa Clara County Civic Center,SJSU - San Salvador at 9th,6
San Francisco Caltrain (Townsend at 4th),Cyril Magnin St at Ellis St,6
Redwood City Caltrain Station,Broadway at Main,6
Townsend at 7th,Washington at Kearney,6
St James Park,Santa Clara at Almaden,6
University and Emerson,San Antonio Caltrain Station,6
5th St at Folsom St,Mechanics Plaza (Market at Battery),6
Embarcadero at Bryant,Post at Kearney,5
Palo Alto Caltrain Station,Redwood City Caltrain Station,5
Santa Clara County Civic Center,San Jose City Hall,5
